ex	transcript_id	E	stop_cod	gr_50bp	TE	transcript_id_te	source	pAread	atlas_exp	gene_name	db_xref.nmd	max_TPM.nmd	sample_count.nmd	db_xref.ate	sample_count.ate	max_TPM.ate	I1	I2
chr14_64458214_64458307_+	CHS.15711.1	chr14_64454875_64459759_+	64458303	FALSE	64459213	NA	atlas	0	0.0164	MTHFD1	RefSeq:NM_005956.4,GENCODE:ENST00000652337.1	227	9633	NA	NA	NA	chr14_64454875_64458214_+	chr14_64458307_64459759_+
chr14_64458214_64458307_+	CHS.15711.1	chr14_64454875_64459759_+	64458303	FALSE	64459369	NA	atlas	0	0.0135	MTHFD1	RefSeq:NM_005956.4,GENCODE:ENST00000652337.1	227	9633	NA	NA	NA	chr14_64454875_64458214_+	chr14_64458307_64459759_+
chr14_68602663_68602703_+	CHS.15783.10	chr14_68468250_68611006_+	68602670	FALSE	68603648	NA	atlas	0	0.0025	RAD51B	RefSeq:NM_001321809.2	0.8	1	NA	NA	NA	chr14_68468250_68602663_+	chr14_68602703_68611006_+
chr14_68602663_68602703_+	CHS.15783.10	chr14_68468250_68611006_+	68602670	FALSE	68603652	NA	pAread	23	0	RAD51B	RefSeq:NM_001321809.2	0.8	1	NA	NA	NA	chr14_68468250_68602663_+	chr14_68602703_68611006_+
chr14_68602663_68602703_+	CHS.15783.10	chr14_68468250_68611006_+	68602670	FALSE	68603720	NA	atlas	0	0.0058	RAD51B	RefSeq:NM_001321809.2	0.8	1	NA	NA	NA	chr14_68468250_68602663_+	chr14_68602703_68611006_+
chr14_68602663_68602703_+	CHS.15783.10	chr14_68468250_68611006_+	68602670	FALSE	68603723	CHS.15783.9	pAread,TE	181	0	RAD51B	RefSeq:NM_001321809.2	0.8	1	RefSeq:NM_001321810.2	10	1.8	chr14_68468250_68602663_+	chr14_68602703_68611006_+
chr14_68602663_68602703_+	CHS.15783.10	chr14_68468250_68611006_+	68602670	FALSE	68604857	NA	pAread	41	0	RAD51B	RefSeq:NM_001321809.2	0.8	1	NA	NA	NA	chr14_68468250_68602663_+	chr14_68602703_68611006_+
chr14_68602663_68602703_+	CHS.15783.10	chr14_68468250_68611006_+	68602670	FALSE	68610980	NA	pAread	24	0	RAD51B	RefSeq:NM_001321809.2	0.8	1	NA	NA	NA	chr14_68468250_68602663_+	chr14_68602703_68611006_+
chr14_73574286_73574407_+	CHS.15897.13	chr14_73573590_73574908_+	73574369	FALSE	73574407	CHS.15897.8	TE	0	0	ACOT2	NA	26	2999	RefSeq:NM_001364178.1	131	5	chr14_73573590_73574286_+	chr14_73574407_73574908_+
chr14_73574286_73574407_+	CHS.15897.14	chr14_73573590_73574908_+	73574369	FALSE	73574407	CHS.15897.8	TE	0	0	ACOT2	NA	21	2354	RefSeq:NM_001364178.1	131	5	chr14_73573590_73574286_+	chr14_73574407_73574908_+
chr14_73924702_73924819_+	CHS.15909.1	chr14_73923522_73931503_+	73924803	FALSE	73927619	NA	atlas	0	0.0074	ZNF410	RefSeq:NM_001242924.2,GENCODE:ENST00000442160.7	10	1963	NA	NA	NA	chr14_73923522_73924702_+	chr14_73924819_73931503_+
chr14_75086781_75086921_-	CHS.15950.27	chr14_75084686_75087018_-	75086793	FALSE	75085540	NA	pAread	205	0	NEK9	NA	1.6	2	NA	NA	NA	chr14_75084686_75086781_-	chr14_75086921_75087018_-
chr14_75086781_75086921_-	CHS.15950.27	chr14_75084686_75087018_-	75086793	FALSE	75085545	NA	atlas	0	7e-04	NEK9	NA	1.6	2	NA	NA	NA	chr14_75084686_75086781_-	chr14_75086921_75087018_-
chr14_75086781_75086921_-	CHS.15950.27	chr14_75084686_75087018_-	75086793	FALSE	75086176	NA	pAread	21	0	NEK9	NA	1.6	2	NA	NA	NA	chr14_75084686_75086781_-	chr14_75086921_75087018_-
chr14_75139074_75139171_-	CHS.15952.12	chr14_75135886_75147664_-	75139121	FALSE	75137017	NA	pAread	64	0	TMED10	GENCODE:ENST00000555873.1	15	468	NA	NA	NA	chr14_75135886_75139074_-	chr14_75139171_75147664_-
chr14_75139074_75139171_-	CHS.15952.12	chr14_75135886_75147664_-	75139121	FALSE	75138806	NA	pAread	82	0	TMED10	GENCODE:ENST00000555873.1	15	468	NA	NA	NA	chr14_75135886_75139074_-	chr14_75139171_75147664_-
chr14_76178208_76178322_+	CHS.15980.29	chr14_76177931_76180764_+	76178213	TRUE	76179869	CHS.15980.4	TE	0	0	GPATCH2L	RefSeq:NR_110314.1	1.2	9	RefSeq:NM_001322032.2	13	1.8	chr14_76177931_76178208_+	chr14_76178322_76180764_+
chr14_76178208_76178322_+	CHS.15980.29	chr14_76177931_76180764_+	76178213	TRUE	76180022	CHS.15980.3	TE	0	0	GPATCH2L	RefSeq:NR_110314.1	1.2	9	RefSeq:NM_001322026.2	8	1.6	chr14_76177931_76178208_+	chr14_76178322_76180764_+
chr14_91223679_91223795_+	CHS.16168.57	chr14_91215556_91224684_+	91223702	TRUE	91223796	NA	pAread	209	0	DGLUCY	NA	22	174	NA	NA	NA	chr14_91215556_91223679_+	chr14_91223795_91224684_+
chr14_92079415_92079468_-	CHS.16192.16	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028456.2	1.2	3	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr14_92079415_92079468_-	CHS.16192.20	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028465.2	0.4	1	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr14_92079415_92079468_-	CHS.16192.24	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028464.2	1.3	1	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr14_92079415_92079468_-	CHS.16192.31	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028455.2	1.6	2	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr14_92079415_92079468_-	CHS.16192.32	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028457.2	NA	NA	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr14_92079415_92079468_-	CHS.16192.36	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028459.2	6	59	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr14_92079415_92079468_-	CHS.16192.9	chr14_92071053_92080965_-	92079435	FALSE	92077961	NA	pAread	20	0	ATXN3	RefSeq:NR_028463.2	NA	NA	NA	NA	NA	chr14_92071053_92079415_-	chr14_92079468_92080965_-
chr1_52639975_52640067_+	CHS.1621.11	chr1_52633675_52642863_+	52640011	TRUE	52641445	NA	pAread	29	0	SHISAL2A	RefSeq:NR_135156.2,GENCODE:ENST00000401050.7	2.7	110	NA	NA	NA	chr1_52633675_52639975_+	chr1_52640067_52642863_+
chr14_93725836_93726006_-	CHS.16227.1	chr14_93721546_93737241_-	93725991	TRUE	93724495	NA	pAread	21	0	PRIMA1	NA	105	1173	NA	NA	NA	chr14_93721546_93725836_-	chr14_93726006_93737241_-
chr14_93725836_93726006_-	CHS.16227.10	chr14_93721546_93737241_-	93725991	TRUE	93724495	NA	pAread	21	0	PRIMA1	GENCODE:ENST00000477603.5	115	3159	NA	NA	NA	chr14_93721546_93725836_-	chr14_93726006_93737241_-
chr14_101921984_101922042_+	CHS.16436.67	chr14_101917947_101925141_+	101922031	FALSE	101922639	NA	atlas	0	0.0175	PPP2R5C	NA	16	100	NA	NA	NA	chr14_101917947_101921984_+	chr14_101922042_101925141_+
chr14_101921984_101922042_+	CHS.16436.67	chr14_101917947_101925141_+	101922031	FALSE	101922841	NA	pAread	188	0	PPP2R5C	NA	16	100	NA	NA	NA	chr14_101917947_101921984_+	chr14_101922042_101925141_+
chr14_101921984_101922042_+	CHS.16436.67	chr14_101917947_101925141_+	101922031	FALSE	101923405	NA	atlas	0	0.0388	PPP2R5C	NA	16	100	NA	NA	NA	chr14_101917947_101921984_+	chr14_101922042_101925141_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103694022	NA	atlas,pAread	2781	2.1589	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103694084	NA	atlas	0	4e-04	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103694849	NA	atlas,pAread	88	0.01	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103695154	NA	atlas,pAread	169	0.0633	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103695423	NA	pAread	41	0	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103695652	NA	atlas	0	0.0066	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103696466	NA	atlas	0	0.0397	KLC1	NA	24	3147	NA	NA	NA	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_103693553_103693634_+	CHS.16496.78	chr14_103692425_103700655_+	103693618	FALSE	103697117	CHS.16496.16	atlas,pAread,TE	10406	16.1167	KLC1	NA	24	3147	RefSeq:NM_001394841.1,GENCODE:ENST00000347839.10	108	23	chr14_103692425_103693553_+	chr14_103693634_103700655_+
chr14_104715284_104715340_+	CHS.16532.3	chr14_104714856_104718795_+	104715339	FALSE	104715314	NA	atlas,pAread	6583	3.0839	INF2	RefSeq:NM_022489.4,GENCODE:ENST00000392634.9	460	9657	NA	NA	NA	chr14_104714856_104715284_+	chr14_104715340_104718795_+
chr14_104715284_104715340_+	CHS.16532.3	chr14_104714856_104718795_+	104715339	FALSE	104717493	NA	atlas,pAread	200	0.0266	INF2	RefSeq:NM_022489.4,GENCODE:ENST00000392634.9	460	9657	NA	NA	NA	chr14_104714856_104715284_+	chr14_104715340_104718795_+
chr7_151211117_151211208_-	CHS.165397.2	chr7_151208107_151214058_-	151211202	TRUE	151210412	NA	pAread	27	0	ABCF2-H2BK1	RefSeq:NR_160983.1	NA	NA	NA	NA	NA	chr7_151208107_151211117_-	chr7_151211208_151214058_-
chr10_70551037_70551860_+	CHS.166068.2	chr10_70547446_70564364_+	70551072	TRUE	70551742	NA	atlas	0	0.0126	PALD1	NA	3.6	18	NA	NA	NA	chr10_70547446_70551037_+	chr10_70551860_70564364_+
chr10_70551037_70551860_+	CHS.166068.2	chr10_70547446_70564364_+	70551072	TRUE	70551763	NA	pAread	35	0	PALD1	NA	3.6	18	NA	NA	NA	chr10_70547446_70551037_+	chr10_70551860_70564364_+
chr10_70551037_70551860_+	CHS.166068.2	chr10_70547446_70564364_+	70551072	TRUE	70551914	NA	atlas	0	0.0044	PALD1	NA	3.6	18	NA	NA	NA	chr10_70547446_70551037_+	chr10_70551860_70564364_+
chr10_70551037_70551860_+	CHS.166068.2	chr10_70547446_70564364_+	70551072	TRUE	70552917	NA	atlas	0	0.0044	PALD1	NA	3.6	18	NA	NA	NA	chr10_70547446_70551037_+	chr10_70551860_70564364_+
chr10_70551037_70551860_+	CHS.166068.2	chr10_70547446_70564364_+	70551072	TRUE	70557023	NA	atlas	0	0.0063	PALD1	NA	3.6	18	NA	NA	NA	chr10_70547446_70551037_+	chr10_70551860_70564364_+
chr15_22995099_22995240_-	CHS.16757.15	chr15_22992382_23000569_-	22995197	TRUE	22993087	NA	atlas,pAread	155	0.0147	TUBGCP5	RefSeq:NR_148875.2	1.0	5	NA	NA	NA	chr15_22992382_22995099_-	chr15_22995240_23000569_-
chr15_22995099_22995240_-	CHS.16757.15	chr15_22992382_23000569_-	22995197	TRUE	22993516	NA	atlas	0	0.0027	TUBGCP5	RefSeq:NR_148875.2	1.0	5	NA	NA	NA	chr15_22992382_22995099_-	chr15_22995240_23000569_-
chr15_26553383_26553520_-	CHS.16837.17	chr15_26548134_26560932_-	26553491	TRUE	26551998	NA	atlas	0	0.0018	GABRB3	GENCODE:ENST00000635994.1	2.3	1	NA	NA	NA	chr15_26548134_26553383_-	chr15_26553520_26560932_-
chr15_30965875_30966040_-	CHS.16905.6	chr15_30961073_30967920_-	30966033	TRUE	30961739	NA	atlas	0	0.0202	MTMR10	GENCODE:ENST00000567567.5	18	2927	NA	NA	NA	chr15_30961073_30965875_-	chr15_30966040_30967920_-
chr15_30965875_30966040_-	CHS.16905.6	chr15_30961073_30967920_-	30966033	TRUE	30965455	NA	atlas	0	0.0278	MTMR10	GENCODE:ENST00000567567.5	18	2927	NA	NA	NA	chr15_30961073_30965875_-	chr15_30966040_30967920_-
chr15_36790223_36790358_+	CHS.17005.10	chr15_36709961_36808324_+	36790283	TRUE	36807160	NA	atlas	0	0.0046	CDIN1	NA	2.0	20	NA	NA	NA	chr15_36709961_36790223_+	chr15_36790358_36808324_+
chr15_36790223_36790358_+	CHS.17005.31	chr15_36709961_36808324_+	36790283	TRUE	36807160	NA	atlas	0	0.0046	CDIN1	NA	0.8	1	NA	NA	NA	chr15_36709961_36790223_+	chr15_36790358_36808324_+
chr15_40426990_40427302_+	CHS.17103.26	chr15_40424216_40435417_+	40427065	TRUE	40429988	NA	atlas	0	0.0041	IVD	RefSeq:NR_148925.2	NA	NA	NA	NA	NA	chr15_40424216_40426990_+	chr15_40427302_40435417_+
chr15_40426990_40427302_+	CHS.17103.26	chr15_40424216_40435417_+	40427065	TRUE	40433335	NA	atlas,pAread	425	0.6017	IVD	RefSeq:NR_148925.2	NA	NA	NA	NA	NA	chr15_40424216_40426990_+	chr15_40427302_40435417_+
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41388780	NA	atlas	0	0.0046	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41389437	NA	atlas,pAread	1291	0.4636	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41389765	NA	atlas,pAread	12	0.0033	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41390268	NA	atlas	0	0.0011	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41390299	NA	atlas,pAread	64	0.0353	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41392712	NA	atlas	0	0.0051	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41393123	NA	pAread	458	0	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41393293	NA	pAread	101	0	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41393591	NA	pAread	36	0	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41393726	NA	atlas,pAread	326	0.3423	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41393867	NA	atlas	0	0.0037	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41394021	NA	pAread	1158	0	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_41394105_41394358_-	CHS.17150.2	chr15_41388522_41394859_-	41394332	TRUE	41394051	NA	atlas	0	0.0225	NDUFAF1	RefSeq:NR_045620.2,GENCODE:ENST00000559127.5	33	7912	NA	NA	NA	chr15_41388522_41394105_-	chr15_41394358_41394859_-
chr15_43399112_43399174_+	CHS.17212.4	chr15_43398179_43400044_+	43399127	FALSE	43399198	NA	atlas	0	0.0135	TUBGCP4	NA	5	592	NA	NA	NA	chr15_43398179_43399112_+	chr15_43399174_43400044_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44349286	NA	pAread	11	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44349299	NA	pAread	58	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44350077	NA	atlas	0	0.0073	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44350093	NA	atlas	0	0.0262	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44350307	NA	atlas	0	0.0387	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44351613	NA	pAread	213	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44353478	NA	pAread	19	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44354129	NA	atlas	0	0.0034	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44355928	NA	atlas	0	0.0031	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44355931	NA	pAread	19	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44356448	NA	atlas	0	0.0014	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44357196	NA	pAread	21	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44364218	NA	atlas	0	0.0036	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44364377	NA	pAread	12	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44365013	NA	pAread	26	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44366336	NA	pAread	11	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44375634	NA	pAread	31	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr15_44345875_44347266_+	CHS.17236.2	chr15_44338317_44379690_+	44345894	TRUE	44379637	NA	pAread	22	0	GOLM2	RefSeq:NR_157849.2	0.8	1	NA	NA	NA	chr15_44338317_44345875_+	chr15_44347266_44379690_+
chr1_57010680_57010790_-	CHS.1731.13	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	NA	12	77	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.33	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	NA	20	88	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.35	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001353986.2	8	14	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.37	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001353985.2	35	236	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.38	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001353983.2	12	34	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.39	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001379462.1	10	31	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.46	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001379461.1,GENCODE:ENST00000485760.5	NA	NA	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.6	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001365792.1,GENCODE:ENST00000371236.7	34	332	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.7	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_021080.5	17	33	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr1_57010680_57010790_-	CHS.1731.9	chr1_56998128_57011145_-	57010695	FALSE	57003493	NA	atlas	0	0.0041	DAB1	RefSeq:NM_001365793.1	42	190	NA	NA	NA	chr1_56998128_57010680_-	chr1_57010790_57011145_-
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49643593	NA	pAread	11	0	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49643630	CHS.17321.4	atlas,pAread,TE	8936	6.8206	DTWD1	NA	25	1394	NA	1954	18	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49643793	NA	atlas	0	4e-04	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49643795	NA	pAread	26	0	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49643839	NA	atlas	0	0.0049	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49644258	NA	atlas,pAread	78	0.0024	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49644519	NA	pAread	16	0	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49645110	NA	atlas,pAread	6665	3.3492	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49646876	NA	atlas,pAread	100	0.0294	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
chr15_49643331_49644519_+	CHS.17321.35	chr15_49634794_49653878_+	49643578	TRUE	49649434	NA	atlas	0	0.0013	DTWD1	NA	25	1394	NA	NA	NA	chr15_49634794_49643331_+	chr15_49644519_49653878_+
